String ID,Dev Notes / Context,Character Limit,Text
Quest objective type: Collect Weapon,Quest objective type：Collect Weapon,160,收集[AMOUNT_TO_COLLECT][ITEM_NAME]
Quest objective type: Survive A,Quest objective type：Survive A,160,成功從[MAP_NAME]撤離[AMOUNT_TO_SURVIVE]次
Quest objective type: Survive B,Quest objective type：Survive B,160,成功撤離[AMOUNT_TO_SURVIVE]次
Quest objective type: Survive Exp A,Quest objective type：Survive Exp A,160,成功從[MAP_NAME]撤離[AMOUNT_TO_SURVIVE]次，並獲得至少[EXP_REQUIRED]狩獵經驗值
Quest objective type: Survive Exp B,Quest objective type：Survive Exp B,160,成功撤離[AMOUNT_TO_SURVIVE]次，並獲得至少[EXP_REQUIRED]狩獵經驗值
Quest objective type: Survive Money A,Quest objective type：Survive Money A,160,成功從[MAP_NAME]撤離[AMOUNT_TO_SURVIVE]次，並獲得至少[MONEY_REQUIRED]盧布的等值戰利品
Quest objective type: Survive Money B,Quest objective type：Survive Money B,160,成功撤離[AMOUNT_TO_SURVIVE]次，並獲得至少[MONEY_REQUIRED]盧布的等值戰利品
Quest objective type: Retrieve Analyzer A,Quest objective type：Retrieve Analyzer A,160,從位於[MAP_NAME]的火焰異常附近取回分析儀
Quest objective type: Retrieve Analyzer B,Quest objective type：Retrieve Analyzer B,160,從位於[MAP_NAME]的大型火焰異常附近取回分析儀
Quest objective type: Retrieve Analyzer C,Quest objective type：Retrieve Analyzer C,160,從位於[MAP_NAME]的大型化學異常附近取回分析儀
Quest objective type: Retrieve Analyzer D,Quest objective type：Retrieve Analyzer D,160,從位於[MAP_NAME]的化學異常附近取回分析儀
Quest objective type: Place Analyzer A,Quest objective type：Place Analyzer A,160,在位於[MAP_NAME]的火焰異常附近放置分析儀
Quest objective type: Place Analyzer B,Quest objective type：Place Analyzer B,160,在位於[MAP_NAME]的大型火焰異常附近放置分析儀
Quest objective type: Place Analyzer C,Quest objective type：Place Analyzer C,160,在位於[MAP_NAME]的大型化學異常附近放置分析儀
Quest objective type: Place Analyzer D,Quest objective type：Place Analyzer D,160,在位於[MAP_NAME]的化學異常附近放置分析儀
Quest objective type: Retrieve Equipment,Quest objective type：Retrieve Equipment,160,取回位於[MAP_NAME]的裝備
No ammo reload,"User Interface, player reload",160,缺少彈藥[ITEM_NAME]
Extract time,"User Interface, extract time",128,在[TIME_REMAINING]秒後撤離
Crafted items,"User Interface, crafting",128,已製作[ITEM_NAME]x[ITEM_AMOUNT]
Repaired items,"User Interface, repair",128,已將[ITEM_NAME]修復至[ITEM_DURABILITY]%
You have joined a faction,"User Interface, joined faction",128,你已加入[FACTION_NAME]
Reputation level required,"User Interface, reputation required",128,你的聲望必須達到[REPUTATION_MINIMUM]
Quest accepted,"User Interface, quest accepted",128,已接受任務：[QUEST_NAME]
Item added to inventory,"User Interface, item added to inventory",128,[ITEM_QUANTITY]x[ITEM_NAME]已添加到背包中
Level up skill,"User Interface, level up skill",64,[SKILL_NAME]達到[SKILL_LEVEL]級
Change ammo,Controls menu,48,切換彈藥
Move up,Controls menu,48,向上移動
Move down,Controls menu,48,向下移動
Move right,Controls menu,48,向右移動
Move left,Controls menu,48,向左移動
Run,Controls menu,48,奔跑
Open/close inventory,Controls menu,48,打開/關閉背包
Reload,Controls menu,48,換彈
Torch on/off,Controls menu,48,手電筒開/關
Laser on/off,Controls menu,48,雷射開/關
Headset on/off,Controls menu,48,耳機開/關
Open device,Controls menu,48,打開個人終端
Open map,Controls menu,48,開啟地圖
Throw bolt,Controls menu,48,投擲螺栓
Switch auto/semi,Controls menu,48,切換自動/半自動
Close-up of the weapon,Controls menu,48,武器特寫
Teleport to NPC,Controls menu,48,傳送到...
Fix weapon jam,Controls menu,48,修復武器卡殼
Quick slot,Controls menu,48,快捷欄位[SLOT_NUMBER]
Hunter Difficulty Text,Difficulty menu,128,死亡時將失去物品欄內的所有物品……\n完畢。\n祝你玩得開心。
Survivor Difficulty Text,Difficulty menu,750,此難度適合有一定經驗值且追求適度挑戰的玩家。\n資源與物資不再充裕，迫使玩家更有策略地規劃消耗；\n敵人攻擊性更強且傷害更高，戰鬥時需要更加謹慎並講究戰術；\n角色最大生命值降低，容錯率更低。
Rookie Difficulty Text,Difficulty menu,750,此難度專爲初次接觸《ZERO Sievert》或偏好輕鬆體驗的玩家設計。\n彈藥、食物與醫療用品等資源隨處可見；\n敵人傷害較低，能在無壓力的情況下熟悉機制並探索世界；\n角色最大生命值提升，容錯率更高。
Fog Of War Field Of View,Video settings,64,戰爭迷霧視野盲區
Grass Sway,Video settings,64,草地晃動
Fog Of War,Video settings,64,戰爭迷霧
Fog Of War Alpha,Video settings,64,戰爭迷霧透明度
Grass Amount,Video settings,64,草地密度
Low Spec,Video settings,64,低配置模式
Fog/Rain Particles,Video settings,64,霧/雨粒子效果
Black Flashbang,Video settings,64,黑色閃光彈效果
Fullscreen,Video settings,64,全螢幕
Disclaimer Link,Data collection settings,64,免責聲明鏈接
Settings - Game Analytics,Settings titles,64,設定 - 遊戲分析
Settings - Resolution,Settings titles,64,設定 - 解析度
Settings - Audio,Settings titles,64,設定 - 音效
Settings - Controls,Settings titles,64,設定 - 控制
Settings - Video,Settings titles,64,設定 - 影像
Settings - Gameplay,Settings titles,64,設定 - 遊戲玩法
Settings - Devices,Settings titles,64,設定 - 裝置
Settings - Languages,Settings titles,64,設定 - 語言
Heartbeat,Audio settings,64,心跳
Music,Audio settings,64,音樂
Screen resolution warning,Resolution settings,750,在全螢幕模式下，遊戲將始終縮放爲顯示器的默認解析度。\n由於遊戲採用像素風格，解析度更改僅在窗口模式下生效。
Skill Experience Multipler,Difficulty menu,64,技能經驗值
You can not change difficulty settings in the main menu,Difficulty menu,128,無法在主選單中更改難度設定
Steam cloud warning,Steam cloud,512,此操作將刪除本機與雲端的所有存檔數據。\n各槽位內的物品、技能及任務進度都將失去。\n確定要繼續嗎？
Cancel,General menus,16,取消
Direct Input Devices,Gameplay settings,64,直接輸入裝置
Toggle Sprint,Gameplay settings,64,切換衝刺
Food/Drink Animation,Gameplay settings,64,食物/飲料動作
Item Overlay Timer,Gameplay settings,64,物品資訊面板延遲
Lost Focus Pause,Gameplay settings,64,後臺暫停遊戲
Close-up of weapon,Controls menu,64,檢視武器
Quick slot 1,Controls menu,64,快捷欄位 1
Quick slot 2,Controls menu,64,快捷欄位 2
Quick slot 3,Controls menu,64,快捷欄位 3
Quick slot 4,Controls menu,64,快捷欄位 4
Quick slot 5,Controls menu,64,快捷欄位 5
Quick slot 6,Controls menu,64,快捷欄位 6
Quick slot 7,Controls menu,64,快捷欄位 7
Quick slot 8,Controls menu,64,快捷欄位 8
Defaults,Controls menu,32,預設
scientiest's analyzer found in the forest,Item names or description,192,在森林中找到的科學家分析儀
scientiest's analyzer found in the makeshift camp,Item names or description,192,在臨時營地找到的科學家分析儀
Lost document found in the makeshift camp,Item names or description,192,在臨時營地找到的遺失檔案
Key used to enter the laboratory in the makeshift camp,Item names or description,192,用於進入臨時營地實驗室的門禁卡
Single use key used to open the locked room in the police station located in the village,Item names or description,192,一次性鑰匙，可打開位於村莊警局上鎖的房間
Key used to access the turbine room in the mall basement,Item names or description,192,用於進入商場地下機房的門禁卡
Immediate use of food and drink in the bunker without the animation,Item names or description,192,在地堡中顯示食物和飲料動畫
Lost backpack found in the makeshift camp,Item names or description,192,在臨時營地找到的失去背包
Key used to access the secret extraction point in the mall basement,Item names or description,192,用於進入商場地下祕密撤離點的鑰匙
scientiest's analyzer found in the industrial area,Item names or description,192,在工業區找到的科學家分析儀
Key used to access 2nd storage room of oil factory,Item names or description,192,用於進入石油工廠 2 號庫房的門禁卡
Lost document found in the industrial area,Item names or description,192,在工業區找到的遺失檔案
Key used to access the office room in the mall basement,Item names or description,192,用於進入商場地下室辦公室的鑰匙
Analyzer found near a big chemical anomaly,Item names or description,192,在大型化學異常附近找到的分析儀
Key used to access the turbine room of the oil factory,Item names or description,192,用於進入石油工廠機房的門禁卡
Documents found in the motel,Item names or description,192,在汽車旅館找到的檔案
Single use key used to enter the main room of the laboratory,Item names or description,192,用於進入實驗室主房間的一次性門禁卡
